DSCompilerTest,testIncompatibleParams,1,1
LoessInterpolatorTest,testNotAllFiniteReal1,1,1
LoessInterpolatorTest,testNotAllFiniteReal4,1,1
LoessInterpolatorTest,testNonStrictlyIncreasing1,1,1
PolynomialFunctionTest,testfirstDerivativeComparison,1,1
UnivariateSolverUtilsTest,testBadInitial,1,1
ComplexFormatAbstractTest,testParseSimpleWithDecimals,1,1
ComplexFormatAbstractTest,testSimpleWithDecimals,1,1
ComplexFormatAbstractTest,testZeroReal,1,1
ComplexFormatAbstractTest,testParseNan,1,1
ComplexFormatAbstractTest,testNan,1,1
ComplexFormatAbstractTest,testSimpleNoDecimals,1,1
ComplexTest,testSqrtRealPositive,1,0
ComplexTest,testAtanI,1,1
ComplexTest,testExpInf1,0,0
ComplexTest,testDivideZero,1,1
ComplexTest,testDivideReal,1,1
ComplexTest,testNthRoot_normal_thirdRoot,1,1
BinomialDistributionTest,testDegenerate1,0,0
EmpiricalDistributionTest,testGridTooFine,0,0
EmpiricalDistributionTest,testNextFail1,0,0
MultivariateNormalMixtureExpectationMaximizationTest,testMaxIterationsPositive,1,1
GammaDistributionTest,testMath753Shape1,1,1
HypergeometricDistributionTest,testDegenerateNoFailures,1,1
HypergeometricDistributionTest,testLargeValues,1,1
TriangularDistributionTest,testPreconditions1,0,0
UniformRealDistributionTest,testPreconditions1,1,1
ZipfDistributionTest,testPreconditions1,1,1
GaussianCurveFitterTest,testFit01,0,0
GaussNewtonOptimizerWithCholeskyTest,testMoreEstimatedParametersSimple,0,0
GaussNewtonOptimizerWithLUTest,testMoreEstimatedParametersSimple,0,0
GaussNewtonOptimizerWithQRTest,testMoreEstimatedParametersUnsorted,0,0
BigFractionFormatTest,testFormat,1,1
BigFractionFormatTest,testParseInvalid,1,1
BigFractionFormatTest,testLongFormat,0,1
BigFractionFormatTest,testParseProper,1,1
BigFractionFormatTest,testFormatImproper,1,1
BigFractionTest,testPositiveValueOverflow,1,1
FractionFormatTest,testParseProper,1,1
FractionFormatTest,testFormatImproper,1,1
FractionFormatTest,testParseInvalid,1,1
FractionFormatTest,testFormat,1,1
FractionFormatTest,testParseOne1,1,1
WelzlEncloser2DTest,testRegularPoints,1,1
Vector1DFormatAbstractTest,testForgottenPrefix,1,1
Vector1DFormatAbstractTest,testParseNegativeX,1,1
Vector1DFormatAbstractTest,testSimpleNoDecimals,1,1
Vector1DFormatAbstractTest,testSimpleWithDecimals,1,1
Vector1DFormatAbstractTest,testParseNan,1,1
Vector1DFormatAbstractTest,testParseSimpleWithDecimals,1,1
Vector1DFormatAbstractTest,testNan,1,1
FieldRotationDfpTest,testRevertVectorOperator,1,1
FieldRotationDfpTest,testAxisAngleVectorOperator,0,0
FieldRotationDSTest,testAxisAngleVectorOperator,0,0
FieldRotationDSTest,testComposeVectorOperator,1,1
FieldRotationDSTest,testRevertVectorOperator,1,1
PolyhedronsSetTest,testTooClose,1,1
RotationTest,testAxisAngleVectorOperator,1,1
RotationTest,testRevertVectorOperator,1,1
SubLineTest,testIntersectionInsideBoundary,1,1
SubLineTest,testIntersectionInsideOutside,1,1
Vector3DFormatAbstractTest,testParseSimpleWithDecimals,1,1
Vector3DFormatAbstractTest,testParseNan,1,1
Vector3DFormatAbstractTest,testSimpleNoDecimals,1,1
Vector3DFormatAbstractTest,testForgottenPrefix,1,1
Vector3DFormatAbstractTest,testSimpleWithDecimals,1,1
Vector3DFormatAbstractTest,testNan,1,1
ConvexHullGenerator2DAbstractTest,testOnePoint,1,1
ConvexHullGenerator2DAbstractTest,testCollinearPoints,1,1
ConvexHullGenerator2DAbstractTest,testCollinearPointsIncluded,1,1
SubLineTest,testIntersectionInsideBoundary,1,1
SubLineTest,testIntersectionInsideOutside,1,1
Vector2DFormatAbstractTest,testNan,1,1
Vector2DFormatAbstractTest,testForgottenPrefix,1,1
Vector2DFormatAbstractTest,testParseNan,1,1
Vector2DFormatAbstractTest,testSimpleWithDecimals,1,1
Vector2DFormatAbstractTest,testParseSimpleWithDecimals,1,1
Vector2DFormatAbstractTest,testSimpleNoDecimals,1,1
ArcsSetTest,testSideEmbedded,1,1
ConjugateGradientTest,testDimensionMismatchRightHandSide,1,1
DiagonalMatrixTest,testMultiplyNonDiagonalEntry,1,1
RealMatrixFormatAbstractTest,testSimpleWithDecimals,1,1
RealMatrixFormatAbstractTest,testParseSimpleWithDecimals,1,1
RealMatrixFormatAbstractTest,testParsePositiveInfinity,1,1
RealMatrixFormatAbstractTest,testForgottenPrefix,1,1
RealMatrixFormatAbstractTest,testSimpleNoDecimals,1,1
RealMatrixFormatAbstractTest,testNan,1,1
RealVectorAbstractTest,testMap,1,1
RealVectorAbstractTest,testMapAdd,1,1
RealVectorAbstractTest,testCombineDimensionMismatchSameType,1,1
RealVectorAbstractTest,testAddSameType,1,1
RealVectorAbstractTest,testGetLInfDistanceSameType,1,1
RealVectorAbstractTest,testDotProductDimensionMismatchSameType,1,1
RealVectorAbstractTest,testSetSubVectorInvalidIndex2,1,1
RealVectorAbstractTest,testGetDistanceSameType,1,1
RealVectorAbstractTest,testUnitVectorNullVector,1,1
RealVectorAbstractTest,testCosineLeftNullVector,0,0
RealVectorAbstractTest,testCombineSameType,1,1
RealVectorAbstractTest,testCosineSameType,1,1
RealVectorAbstractTest,testOuterProductSameType,1,1
RealVectorAbstractTest,testProjectionSameType,1,1
RealVectorAbstractTest,testUnitVector,1,1
RealVectorAbstractTest,testGetL1DistanceSameType,1,1
RealVectorAbstractTest,testAddDimensionMismatch,1,1
RealVectorAbstractTest,testDotProductSameType,1,1
RealVectorFormatAbstractTest,testParseSimpleWithDecimals,1,1
RealVectorFormatAbstractTest,testSimpleWithDecimals,1,1
RealVectorFormatAbstractTest,testNan,1,1
RealVectorFormatAbstractTest,testParseNan,1,1
RealVectorFormatAbstractTest,testForgottenPrefix,1,1
RealVectorFormatAbstractTest,testSimpleNoDecimals,1,1
RealVectorTest,testAppendVector,1,1
SparseRealVectorTest,testEbeMultiplyMixedTypes,1,1
SymmLQTest,testSolveSaunders1,1,1
LearningFactorFunctionFactoryTest,testExponentialDecayPrecondition2,1,1
NeighbourhoodSizeFunctionFactoryTest,testExponentialDecayPrecondition1,1,1
NeighbourhoodSizeFunctionFactoryTest,testQuasiSigmoidDecayPrecondition1,1,1
ExponentialDecayFunctionTest,testPrecondition1,1,1
QuasiSigmoidDecayFunctionTest,testPrecondition1,1,1
NeuronSquareMesh2DTest,testMinimalNetworkSize1,1,1
CloseEventsTest,testCloseEvents,1,1
EventFilterTest,testIncreasingOnly,1,1
OverlappingEventsTest,testOverlappingEvents0,1,1
ReappearingEventTest,testDormandPrince,1,1
AbstractEmbeddedRungeKuttaFieldIntegratorTest,testNonFieldIntegratorConsistency,0,0
AbstractRungeKuttaFieldIntegratorTest,testNonFieldIntegratorConsistency,0,0
AdamsNordsieckTransformerTest,testTransformExact,1,1
AdamsNordsieckTransformerTest,testPolynomialExtraDerivative,1,1
EmbeddedRungeKuttaFieldIntegratorAbstractTest,testNonFieldIntegratorConsistency,0,0
RungeKuttaFieldIntegratorAbstractTest,testNonFieldIntegratorConsistency,0,0
StepNormalizerOutputTestBase,testIncNeither,1,1
StepNormalizerOutputTestBase,testIncNeitherRev,1,1
StepNormalizerOutputTestBase,testMulNeither,1,1
StepNormalizerOutputTestBase,testMulNeitherRev,1,1
SimplexSolverTest,testMath272,1,1
MultivariateFunctionMappingAdapterTest,testStartSimplexInsideRange,1,1
SimplexOptimizerMultiDirectionalTest,testMinimize1,1,1
SimplexOptimizerNelderMeadTest,testMinimize1,1,1
StableRandomGeneratorTest,testAlphaRangeAboveTwo,1,1
KendallsCorrelationTest,testSimpleReversed,1,1
KendallsCorrelationTest,testAllTiesInX,0,0
KendallsCorrelationTest,testSimpleOrdered,1,1
KendallsCorrelationTest,testAllTiesInBoth,1,1
SpearmansRankCorrelationTest,testStdErrorConsistency,1,1
StorelessCovarianceTest,testLonglySimpleVar,1,1
PSquarePercentileTest,testMarkerHeightWithLowerIndex,1,1
PSquarePercentileTest,testMarkersWithLowerIndex,1,1
PSquarePercentileTest,test99Percentile,1,1
PSquarePercentileTest,testMarkersOORLow,1,1
GTestTest,testGTestIndependance1,1,1
KolmogorovSmirnovTestTest,testOneSampleGaussianGaussian,1,1
BinomialConfidenceIntervalAbstractTest,testZeroConfidencelevel,1,1
NaturalRankingTest,testNaNsMaximalTiesMinimum,1,1
MillerUpdatingRegressionTest,testWampler1,1,1
MultipleLinearRegressionAbstractTest,testNewSampleInvalidData,1,1
OLSMultipleLinearRegressionTest,testWampler1,1,1
SimpleRegressionTest,testRemoveSingle,1,1
OpenIntToDoubleHashMapTest,testPutAndGetWith0ExpectedSize,1,1
OpenIntToFieldTest,testPutAndGetWith0ExpectedSize,1,1
LogisticTest,testPreconditions1,1,1
LogitTest,testParametricUsage5,1,1
SincTest,testDerivatives1Dot2Unnormalized,1,1
FunctionUtilsTest,testSampleNegativeNumberOfPoints,1,1
LoessInterpolatorTest,testCompletelyIncorrectBandwidth1,1,1
ElitisticListPopulationTest,testSetElitismRateTooLow,1,1
ElitisticListPopulationTest,testChromosomeListConstructorTooLow,1,1
ElitisticListPopulationTest,testConstructorTooLow,1,1
RandomKeyTest,testConstructor1,1,1
UniformCrossoverTest,testRatioTooLow,1,1
S2PointTest,testNegativePolarAngle,1,1
EigenDecompositionTest,testMathpbx02,1,1
EigenDecompositionTest,testSquareRootNonSymmetric,1,1
EigenDecompositionTest,testDimension3,1,1
EigenDecompositionTest,testDimension4WithSplit,1,1
FieldLUDecompositionTest,testMatricesValues1,1,1
DBSCANClustererTest,testNegativeEps,1,1
EventFilterTest,testHistoryDecreasingForward,0,0
EventFilterTest,testHistoryIncreasingForward,0,0
SimplexSolverTest,testSimplexSolver,1,1
MultivariateFunctionPenaltyAdapterTest,,1,1
RandomUtilsDataGeneratorAbstractTest,testNextUniformPositiveBounds,1,1
BesselJTest,testIAEBadOrder,1,1
PSquarePercentileTest,testNegativeInvalidValues,1,1
FastMathTest,testToIntExactTooLow,0,0
IntegerSequenceTest,testIncreasingRange,1,1
